period,interest,riskGroup,gyraMaisFee,bankFee,partnerFee,type
19,0.0429,5,0.04,0.01,0.0,GYRA
20,0.0429,5,0.04,0.01,0.0,GYRA
21,0.0429,5,0.04,0.01,0.0,GYRA
22,0.0429,5,0.04,0.01,0.0,GYRA
23,0.0429,5,0.04,0.01,0.0,GYRA
24,0.0429,5,0.04,0.01,0.0,GYRA
1,0.0249,6,0.012,0.006,0.0,GYRA
2,0.0249,6,0.012,0.006,0.0,GYRA
3,0.0249,6,0.012,0.006,0.0,GYRA
4,0.0249,6,0.0135,0.0075,0.0,GYRA
5,0.0249,6,0.021,0.009,0.0,GYRA
6,0.0249,6,0.025,0.01,0.0,GYRA
7,0.0279,6,0.03,0.01,0.0,GYRA
8,0.0279,6,0.03,0.01,0.0,GYRA
9,0.0279,6,0.035,0.01,0.0,GYRA
10,0.0299,6,0.04,0.01,0.0,GYRA
11,0.0299,6,0.04,0.01,0.0,GYRA
12,0.0299,6,0.04,0.01,0.0,GYRA
13,0.0329,6,0.04,0.01,0.0,GYRA
14,0.0329,6,0.04,0.01,0.0,GYRA
15,0.0329,6,0.04,0.01,0.0,GYRA
16,0.0329,6,0.04,0.01,0.0,GYRA
17,0.0329,6,0.04,0.01,0.0,GYRA
18,0.0329,6,0.04,0.01,0.0,GYRA
19,0.0349,6,0.04,0.01,0.0,GYRA
20,0.0349,6,0.04,0.01,0.0,GYRA
21,0.0349,6,0.04,0.01,0.0,GYRA
22,0.0349,6,0.04,0.01,0.0,GYRA
23,0.0349,6,0.04,0.01,0.0,GYRA
24,0.0349,6,0.04,0.01,0.0,GYRA
1,0.0199,7,0.012,0.006,0.0,GYRA
2,0.0199,7,0.012,0.006,0.0,GYRA
3,0.0199,7,0.012,0.006,0.0,GYRA
4,0.0229,7,0.0135,0.0075,0.0,GYRA
5,0.0229,7,0.021,0.009,0.0,GYRA
6,0.0229,7,0.025,0.01,0.0,GYRA
7,0.0249,7,0.03,0.01,0.0,GYRA
8,0.0249,7,0.03,0.01,0.0,GYRA
9,0.0249,7,0.035,0.01,0.0,GYRA
10,0.0279,7,0.04,0.01,0.0,GYRA
11,0.0279,7,0.04,0.01,0.0,GYRA
12,0.0279,7,0.04,0.01,0.0,GYRA
13,0.0299,7,0.04,0.01,0.0,GYRA
14,0.0299,7,0.04,0.01,0.0,GYRA
15,0.0299,7,0.04,0.01,0.0,GYRA
16,0.0299,7,0.04,0.01,0.0,GYRA
17,0.0299,7,0.04,0.01,0.0,GYRA
18,0.0299,7,0.04,0.01,0.0,GYRA
19,0.0299,7,0.04,0.01,0.0,GYRA
20,0.0299,7,0.04,0.01,0.0,GYRA
21,0.0299,7,0.04,0.01,0.0,GYRA
22,0.0299,7,0.04,0.01,0.0,GYRA
23,0.0299,7,0.04,0.01,0.0,GYRA
24,0.0299,7,0.04,0.01,0.0,GYRA
1,0.0189,8,0.012,0.006,0.0,GYRA
2,0.0189,8,0.012,0.006,0.0,GYRA
3,0.0189,8,0.012,0.006,0.0,GYRA
4,0.0219,8,0.0135,0.0075,0.0,GYRA
5,0.0219,8,0.021,0.009,0.0,GYRA
6,0.0219,8,0.025,0.01,0.0,GYRA
7,0.0239,8,0.03,0.01,0.0,GYRA
8,0.0239,8,0.03,0.01,0.0,GYRA
9,0.0239,8,0.035,0.01,0.0,GYRA
10,0.0269,8,0.04,0.01,0.0,GYRA
11,0.0269,8,0.04,0.01,0.0,GYRA
12,0.0269,8,0.04,0.01,0.0,GYRA
13,0.0289,8,0.04,0.01,0.0,GYRA
14,0.0289,8,0.04,0.01,0.0,GYRA
15,0.0289,8,0.04,0.01,0.0,GYRA
16,0.0289,8,0.04,0.01,0.0,GYRA
17,0.0289,8,0.04,0.01,0.0,GYRA
18,0.0289,8,0.04,0.01,0.0,GYRA
19,0.0289,8,0.04,0.01,0.0,GYRA
20,0.0289,8,0.04,0.01,0.0,GYRA
21,0.0289,8,0.04,0.01,0.0,GYRA
22,0.0289,8,0.04,0.01,0.0,GYRA
23,0.0289,8,0.04,0.01,0.0,GYRA
24,0.0289,8,0.04,0.01,0.0,GYRA
1,0.0599,1,0.012,0.006,0.02,00213648000146
2,0.0599,1,0.012,0.006,0.02,00213648000146
3,0.0599,1,0.012,0.006,0.02,00213648000146
4,0.0629,1,0.0135,0.0075,0.02,00213648000146
5,0.0629,1,0.021,0.009,0.02,00213648000146
6,0.0629,1,0.025,0.01,0.02,00213648000146
7,0.0649,1,0.03,0.01,0.02,00213648000146
8,0.0649,1,0.03,0.01,0.02,00213648000146
9,0.0649,1,0.035,0.01,0.02,00213648000146
10,0.0699,1,0.04,0.01,0.02,00213648000146
11,0.0699,1,0.04,0.01,0.02,00213648000146
12,0.0699,1,0.04,0.01,0.02,00213648000146
13,0.0749,1,0.04,0.01,0.02,00213648000146
14,0.0749,1,0.04,0.01,0.02,00213648000146
15,0.0749,1,0.04,0.01,0.02,00213648000146
16,0.0749,1,0.04,0.01,0.02,00213648000146
17,0.0749,1,0.04,0.01,0.02,00213648000146
18,0.0749,1,0.04,0.01,0.02,00213648000146
19,0.0749,1,0.04,0.01,0.02,00213648000146
20,0.0749,1,0.04,0.01,0.02,00213648000146
21,0.0299,1,0.04,0.01,0.02,00213648000146
22,0.0749,1,0.04,0.01,0.02,00213648000146
23,0.0749,1,0.04,0.01,0.02,00213648000146
24,0.0749,1,0.04,0.01,0.02,00213648000146
1,0.0499,2,0.012,0.006,0.02,00213648000146
2,0.0499,2,0.012,0.006,0.02,00213648000146
3,0.0499,2,0.012,0.006,0.02,00213648000146
4,0.0529,2,0.0135,0.0075,0.02,00213648000146
5,0.0529,2,0.021,0.009,0.02,00213648000146
6,0.0529,2,0.025,0.01,0.02,00213648000146
7,0.0549,2,0.03,0.01,0.02,00213648000146
8,0.0549,2,0.03,0.01,0.02,00213648000146
9,0.0549,2,0.035,0.01,0.02,00213648000146
10,0.0599,2,0.04,0.01,0.02,00213648000146
11,0.0599,2,0.04,0.01,0.02,00213648000146
12,0.0599,2,0.04,0.01,0.02,00213648000146
13,0.0649,2,0.04,0.01,0.02,00213648000146
14,0.0649,2,0.04,0.01,0.02,00213648000146
15,0.0649,2,0.04,0.01,0.02,00213648000146
16,0.0649,2,0.04,0.01,0.02,00213648000146
17,0.0649,2,0.04,0.01,0.02,00213648000146
18,0.0649,2,0.04,0.01,0.02,00213648000146
19,0.0,2,0.04,0.01,0.02,00213648000146
20,0.0649,2,0.04,0.01,0.02,00213648000146
21,0.0649,2,0.04,0.01,0.02,00213648000146
22,0.0649,2,0.04,0.01,0.02,00213648000146
23,0.0649,2,0.04,0.01,0.02,00213648000146
24,0.0649,2,0.04,0.01,0.02,00213648000146
1,0.0429,3,0.012,0.006,0.02,00213648000146
2,0.0429,3,0.012,0.006,0.02,00213648000146
3,0.0429,3,0.012,0.006,0.02,00213648000146
4,0.0449,3,0.0135,0.0075,0.02,00213648000146
5,0.0449,3,0.021,0.009,0.02,00213648000146
6,0.0449,3,0.025,0.01,0.02,00213648000146
7,0.0479,3,0.03,0.01,0.02,00213648000146
8,0.0479,3,0.03,0.01,0.02,00213648000146
9,0.0479,3,0.035,0.01,0.02,00213648000146
10,0.0499,3,0.04,0.01,0.02,00213648000146
11,0.0499,3,0.04,0.01,0.02,00213648000146
12,0.0499,3,0.04,0.01,0.02,00213648000146
13,0.0529,3,0.04,0.01,0.02,00213648000146
14,0.0529,3,0.04,0.01,0.02,00213648000146
15,0.0529,3,0.04,0.01,0.02,00213648000146
16,0.0529,3,0.04,0.01,0.02,00213648000146
17,0.0529,3,0.04,0.01,0.02,00213648000146
18,0.0529,3,0.04,0.01,0.02,00213648000146
19,0.0549,3,0.04,0.01,0.02,00213648000146
20,0.0549,3,0.04,0.01,0.02,00213648000146
21,0.0549,3,0.04,0.01,0.02,00213648000146
22,0.0549,3,0.04,0.01,0.02,00213648000146
23,0.0549,3,0.04,0.01,0.02,00213648000146
24,0.0549,3,0.04,0.01,0.02,00213648000146
1,0.0379,4,0.012,0.006,0.02,00213648000146
2,0.0379,4,0.012,0.006,0.02,00213648000146
3,0.0379,4,0.012,0.006,0.02,00213648000146
4,0.0399,4,0.0135,0.0075,0.02,00213648000146
5,0.0399,4,0.021,0.009,0.02,00213648000146
6,0.0399,4,0.025,0.01,0.02,00213648000146
7,0.0429,4,0.03,0.01,0.02,00213648000146
8,0.0429,4,0.03,0.01,0.02,00213648000146
9,0.0429,4,0.035,0.01,0.02,00213648000146
10,0.0449,4,0.04,0.01,0.02,00213648000146
11,0.0449,4,0.04,0.01,0.02,00213648000146
12,0.0449,4,0.04,0.01,0.02,00213648000146
13,0.0479,4,0.04,0.01,0.02,00213648000146
14,0.0479,4,0.04,0.01,0.02,00213648000146
15,0.0479,4,0.04,0.01,0.02,00213648000146
16,0.0479,4,0.04,0.01,0.02,00213648000146
17,0.0479,4,0.04,0.01,0.02,00213648000146
18,0.0479,4,0.04,0.01,0.02,00213648000146
19,0.0499,4,0.04,0.01,0.02,00213648000146
20,0.0499,4,0.04,0.01,0.02,00213648000146
21,0.0499,4,0.04,0.01,0.02,00213648000146
22,0.0499,4,0.04,0.01,0.02,00213648000146
23,0.0499,4,0.04,0.01,0.02,00213648000146
24,0.0499,4,0.04,0.01,0.02,00213648000146
1,0.0329,5,0.012,0.006,0.02,00213648000146
2,0.0329,5,0.012,0.006,0.02,00213648000146
3,0.0329,5,0.012,0.006,0.02,00213648000146
4,0.0329,5,0.0135,0.0075,0.02,00213648000146
5,0.0329,5,0.021,0.009,0.02,00213648000146
6,0.0329,5,0.025,0.01,0.02,00213648000146
7,0.0349,5,0.03,0.01,0.02,00213648000146
8,0.0349,5,0.03,0.01,0.02,00213648000146
9,0.0349,5,0.035,0.01,0.02,00213648000146
10,0.0379,5,0.04,0.01,0.02,00213648000146
11,0.0379,5,0.04,0.01,0.02,00213648000146
12,0.0379,5,0.04,0.01,0.02,00213648000146
13,0.0399,5,0.04,0.01,0.02,00213648000146
14,0.0399,5,0.04,0.01,0.02,00213648000146
15,0.0399,5,0.04,0.01,0.02,00213648000146
16,0.0399,5,0.04,0.01,0.02,00213648000146
17,0.0399,5,0.04,0.01,0.02,00213648000146
18,0.0399,5,0.04,0.01,0.02,00213648000146
19,0.0429,5,0.04,0.01,0.02,00213648000146
20,0.0429,5,0.04,0.01,0.02,00213648000146
21,0.0429,5,0.04,0.01,0.02,00213648000146
22,0.0429,5,0.04,0.01,0.02,00213648000146
23,0.0429,5,0.04,0.01,0.02,00213648000146
24,0.0429,5,0.04,0.01,0.02,00213648000146
1,0.0249,6,0.012,0.006,0.02,00213648000146
2,0.0249,6,0.012,0.006,0.02,00213648000146
3,0.0249,6,0.012,0.006,0.02,00213648000146
4,0.0249,6,0.0135,0.0075,0.02,00213648000146
5,0.0249,6,0.021,0.009,0.02,00213648000146
6,0.0249,6,0.025,0.01,0.02,00213648000146
7,0.0279,6,0.03,0.01,0.02,00213648000146
8,0.0279,6,0.03,0.01,0.02,00213648000146
9,0.0279,6,0.035,0.01,0.02,00213648000146
10,0.0299,6,0.04,0.01,0.02,00213648000146
11,0.0299,6,0.04,0.01,0.02,00213648000146
12,0.0299,6,0.04,0.01,0.02,00213648000146
13,0.0329,6,0.04,0.01,0.02,00213648000146
14,0.0329,6,0.04,0.01,0.02,00213648000146
15,0.0329,6,0.04,0.01,0.02,00213648000146
16,0.0329,6,0.04,0.01,0.02,00213648000146
17,0.0329,6,0.04,0.01,0.02,00213648000146
18,0.0329,6,0.04,0.01,0.02,00213648000146
19,0.0349,6,0.04,0.01,0.02,00213648000146
20,0.0349,6,0.04,0.01,0.02,00213648000146
21,0.0349,6,0.04,0.01,0.02,00213648000146
22,0.0349,6,0.04,0.01,0.02,00213648000146
23,0.0349,6,0.04,0.01,0.02,00213648000146
24,0.0349,6,0.04,0.01,0.02,00213648000146
1,0.0199,7,0.012,0.006,0.02,00213648000146
2,0.0199,7,0.012,0.006,0.02,00213648000146
3,0.0199,7,0.012,0.006,0.02,00213648000146
4,0.0229,7,0.0135,0.0075,0.02,00213648000146
5,0.0229,7,0.021,0.009,0.02,00213648000146
6,0.0229,7,0.025,0.01,0.02,00213648000146
7,0.0249,7,0.03,0.01,0.02,00213648000146
8,0.0249,7,0.03,0.01,0.02,00213648000146
9,0.0249,7,0.035,0.01,0.02,00213648000146
10,0.0279,7,0.04,0.01,0.02,00213648000146
11,0.0279,7,0.04,0.01,0.02,00213648000146
12,0.0279,7,0.04,0.01,0.02,00213648000146
13,0.0299,7,0.04,0.01,0.02,00213648000146
14,0.0299,7,0.04,0.01,0.02,00213648000146
15,0.0299,7,0.04,0.01,0.02,00213648000146
16,0.0299,7,0.04,0.01,0.02,00213648000146
17,0.0299,7,0.04,0.01,0.02,00213648000146
18,0.0299,7,0.04,0.01,0.02,00213648000146
19,0.0299,7,0.04,0.01,0.02,00213648000146
20,0.0299,7,0.04,0.01,0.02,00213648000146
21,0.0299,7,0.04,0.01,0.02,00213648000146
22,0.0299,7,0.04,0.01,0.02,00213648000146
23,0.0299,7,0.04,0.01,0.02,00213648000146
24,0.0299,7,0.04,0.01,0.02,00213648000146
1,0.0189,8,0.012,0.006,0.02,00213648000146
2,0.0189,8,0.012,0.006,0.02,00213648000146
3,0.0189,8,0.012,0.006,0.02,00213648000146
4,0.0219,8,0.0135,0.0075,0.02,00213648000146
5,0.0219,8,0.021,0.009,0.02,00213648000146
6,0.0219,8,0.025,0.01,0.02,00213648000146
7,0.0239,8,0.03,0.01,0.02,00213648000146
8,0.0239,8,0.03,0.01,0.02,00213648000146
9,0.0239,8,0.035,0.01,0.02,00213648000146
10,0.0269,8,0.04,0.01,0.02,00213648000146
11,0.0269,8,0.04,0.01,0.02,00213648000146
12,0.0269,8,0.04,0.01,0.02,00213648000146
13,0.0289,8,0.04,0.01,0.02,00213648000146
14,0.0289,8,0.04,0.01,0.02,00213648000146
15,0.0289,8,0.04,0.01,0.02,00213648000146
16,0.0289,8,0.04,0.01,0.02,00213648000146
17,0.0289,8,0.04,0.01,0.02,00213648000146
18,0.0289,8,0.04,0.01,0.02,00213648000146
19,0.0289,8,0.04,0.01,0.02,00213648000146
20,0.0289,8,0.04,0.01,0.02,00213648000146
21,0.0289,8,0.04,0.01,0.02,00213648000146
22,0.0289,8,0.04,0.01,0.02,00213648000146
23,0.0289,8,0.04,0.01,0.02,00213648000146
24,0.0289,8,0.04,0.01,0.02,00213648000146
1,0.0599,1,0.012,0.006,0.02,17503933000102
2,0.0599,1,0.012,0.006,0.02,17503933000102
3,0.0599,1,0.012,0.006,0.02,17503933000102
4,0.0629,1,0.0135,0.0075,0.02,17503933000102
5,0.0629,1,0.021,0.009,0.02,17503933000102
6,0.0629,1,0.025,0.01,0.02,17503933000102
7,0.0649,1,0.03,0.01,0.02,17503933000102
8,0.0649,1,0.03,0.01,0.02,17503933000102
9,0.0649,1,0.035,0.01,0.02,17503933000102
10,0.0699,1,0.04,0.01,0.02,17503933000102
11,0.0699,1,0.04,0.01,0.02,17503933000102
12,0.0699,1,0.04,0.01,0.02,17503933000102
13,0.0749,1,0.04,0.01,0.02,17503933000102
14,0.0749,1,0.04,0.01,0.02,17503933000102
15,0.0749,1,0.04,0.01,0.02,17503933000102
16,0.0749,1,0.04,0.01,0.02,17503933000102
17,0.0749,1,0.04,0.01,0.02,17503933000102
18,0.0749,1,0.04,0.01,0.02,17503933000102
19,0.0749,1,0.04,0.01,0.02,17503933000102
20,0.0749,1,0.04,0.01,0.02,17503933000102
21,0.0299,1,0.04,0.01,0.02,17503933000102
22,0.0749,1,0.04,0.01,0.02,17503933000102
23,0.0749,1,0.04,0.01,0.02,17503933000102
24,0.0749,1,0.04,0.01,0.02,17503933000102
1,0.0499,2,0.012,0.006,0.02,17503933000102
2,0.0499,2,0.012,0.006,0.02,17503933000102
3,0.0499,2,0.012,0.006,0.02,17503933000102
4,0.0529,2,0.0135,0.0075,0.02,17503933000102
5,0.0529,2,0.021,0.009,0.02,17503933000102
6,0.0529,2,0.025,0.01,0.02,17503933000102
7,0.0549,2,0.03,0.01,0.02,17503933000102
8,0.0549,2,0.03,0.01,0.02,17503933000102
9,0.0549,2,0.035,0.01,0.02,17503933000102
10,0.0599,2,0.04,0.01,0.02,17503933000102
11,0.0599,2,0.04,0.01,0.02,17503933000102
12,0.0599,2,0.04,0.01,0.02,17503933000102
13,0.0649,2,0.04,0.01,0.02,17503933000102
14,0.0649,2,0.04,0.01,0.02,17503933000102
15,0.0649,2,0.04,0.01,0.02,17503933000102
16,0.0649,2,0.04,0.01,0.02,17503933000102
17,0.0649,2,0.04,0.01,0.02,17503933000102
18,0.0649,2,0.04,0.01,0.02,17503933000102
19,0.0,2,0.04,0.01,0.02,17503933000102
20,0.0649,2,0.04,0.01,0.02,17503933000102
21,0.0649,2,0.04,0.01,0.02,17503933000102
22,0.0649,2,0.04,0.01,0.02,17503933000102
23,0.0649,2,0.04,0.01,0.02,17503933000102
24,0.0649,2,0.04,0.01,0.02,17503933000102
1,0.0429,3,0.012,0.006,0.02,17503933000102
2,0.0429,3,0.012,0.006,0.02,17503933000102
3,0.0429,3,0.012,0.006,0.02,17503933000102
4,0.0449,3,0.0135,0.0075,0.02,17503933000102
5,0.0449,3,0.021,0.009,0.02,17503933000102
6,0.0449,3,0.025,0.01,0.02,17503933000102
7,0.0479,3,0.03,0.01,0.02,17503933000102
8,0.0479,3,0.03,0.01,0.02,17503933000102
9,0.0479,3,0.035,0.01,0.02,17503933000102
10,0.0499,3,0.04,0.01,0.02,17503933000102
11,0.0499,3,0.04,0.01,0.02,17503933000102
12,0.0499,3,0.04,0.01,0.02,17503933000102
13,0.0529,3,0.04,0.01,0.02,17503933000102
14,0.0529,3,0.04,0.01,0.02,17503933000102
15,0.0529,3,0.04,0.01,0.02,17503933000102
16,0.0529,3,0.04,0.01,0.02,17503933000102
17,0.0529,3,0.04,0.01,0.02,17503933000102
18,0.0529,3,0.04,0.01,0.02,17503933000102
19,0.0549,3,0.04,0.01,0.02,17503933000102
20,0.0549,3,0.04,0.01,0.02,17503933000102
21,0.0549,3,0.04,0.01,0.02,17503933000102
22,0.0549,3,0.04,0.01,0.02,17503933000102
23,0.0549,3,0.04,0.01,0.02,17503933000102
24,0.0549,3,0.04,0.01,0.02,17503933000102
1,0.0379,4,0.012,0.006,0.02,17503933000102
2,0.0379,4,0.012,0.006,0.02,17503933000102
3,0.0379,4,0.012,0.006,0.02,17503933000102
4,0.0399,4,0.0135,0.0075,0.02,17503933000102
5,0.0399,4,0.021,0.009,0.02,17503933000102
6,0.0399,4,0.025,0.01,0.02,17503933000102
7,0.0429,4,0.03,0.01,0.02,17503933000102
8,0.0429,4,0.03,0.01,0.02,17503933000102
9,0.0429,4,0.035,0.01,0.02,17503933000102
10,0.0449,4,0.04,0.01,0.02,17503933000102
11,0.0449,4,0.04,0.01,0.02,17503933000102
12,0.0449,4,0.04,0.01,0.02,17503933000102
13,0.0479,4,0.04,0.01,0.02,17503933000102
14,0.0479,4,0.04,0.01,0.02,17503933000102
15,0.0479,4,0.04,0.01,0.02,17503933000102
16,0.0479,4,0.04,0.01,0.02,17503933000102
17,0.0479,4,0.04,0.01,0.02,17503933000102
18,0.0479,4,0.04,0.01,0.02,17503933000102
19,0.0499,4,0.04,0.01,0.02,17503933000102
20,0.0499,4,0.04,0.01,0.02,17503933000102
21,0.0499,4,0.04,0.01,0.02,17503933000102
22,0.0499,4,0.04,0.01,0.02,17503933000102
23,0.0499,4,0.04,0.01,0.02,17503933000102
24,0.0499,4,0.04,0.01,0.02,17503933000102
1,0.0329,5,0.012,0.006,0.02,17503933000102
2,0.0329,5,0.012,0.006,0.02,17503933000102
3,0.0329,5,0.012,0.006,0.02,17503933000102
4,0.0329,5,0.0135,0.0075,0.02,17503933000102
5,0.0329,5,0.021,0.009,0.02,17503933000102
6,0.0329,5,0.025,0.01,0.02,17503933000102
7,0.0349,5,0.03,0.01,0.02,17503933000102
8,0.0349,5,0.03,0.01,0.02,17503933000102
9,0.0349,5,0.035,0.01,0.02,17503933000102
10,0.0379,5,0.04,0.01,0.02,17503933000102
11,0.0379,5,0.04,0.01,0.02,17503933000102
12,0.0379,5,0.04,0.01,0.02,17503933000102
13,0.0399,5,0.04,0.01,0.02,17503933000102
14,0.0399,5,0.04,0.01,0.02,17503933000102
15,0.0399,5,0.04,0.01,0.02,17503933000102
16,0.0399,5,0.04,0.01,0.02,17503933000102
17,0.0399,5,0.04,0.01,0.02,17503933000102
18,0.0399,5,0.04,0.01,0.02,17503933000102
19,0.0429,5,0.04,0.01,0.02,17503933000102
20,0.0429,5,0.04,0.01,0.02,17503933000102
21,0.0429,5,0.04,0.01,0.02,17503933000102
22,0.0429,5,0.04,0.01,0.02,17503933000102
23,0.0429,5,0.04,0.01,0.02,17503933000102
24,0.0429,5,0.04,0.01,0.02,17503933000102
1,0.0249,6,0.012,0.006,0.02,17503933000102
2,0.0249,6,0.012,0.006,0.02,17503933000102
3,0.0249,6,0.012,0.006,0.02,17503933000102
4,0.0249,6,0.0135,0.0075,0.02,17503933000102
5,0.0249,6,0.021,0.009,0.02,17503933000102
6,0.0249,6,0.025,0.01,0.02,17503933000102
7,0.0279,6,0.03,0.01,0.02,17503933000102
8,0.0279,6,0.03,0.01,0.02,17503933000102
9,0.0279,6,0.035,0.01,0.02,17503933000102
10,0.0299,6,0.04,0.01,0.02,17503933000102
11,0.0299,6,0.04,0.01,0.02,17503933000102
12,0.0299,6,0.04,0.01,0.02,17503933000102
13,0.0329,6,0.04,0.01,0.02,17503933000102
14,0.0329,6,0.04,0.01,0.02,17503933000102
15,0.0329,6,0.04,0.01,0.02,17503933000102
16,0.0329,6,0.04,0.01,0.02,17503933000102
17,0.0329,6,0.04,0.01,0.02,17503933000102
